number,diameter,height,double height,weight
205215,310.0,46.0,92.0,6.45
205216,294.5,49.0,98.0,6.73
205218,279.6,47.0,94.0,5.76
205219,279.8,47.0,94.0,5.51
205220,230.8,51.4,102.8,4.26
205221,308.0,57.0,114.0,6.02
205222,278.0,43.4,86.8,4.12
205223,278.0,43.3,86.6,3.83
205224,255.8,40.1,80.2,4.61
205225,259.2,43.2,86.4,3.55
205226,275.9,40.0,80.0,5.425
205228,272.0,40.0,80.0,5.272
205229,259.0,43.4,86.8,3.48
205230,289.7,45.9,91.8,4.357
205231,280.0,47.0,94.0,5.34
205232,259.0,43.2,86.4,3.537
205233,299.8,49.5,99.0,8.993
205234,277.7,46.1,92.2,4.806
205235,258.3,42.7,85.4,3.45
205236,271.9,40.0,80.0,5.2
205237,230.8,49.1,98.2,3.48
205601,289.0,71.0,142.0,5.7
205701,294.0,32.6,65.2,7.36
205702,294.0,55.3,110.6,7.8
205703,294.0,56.4,112.8,7.84
209301,282.5,38.0,76.0,6.019
209302,282.1,38.0,76.0,6.2
209303,304.7,63.6,127.2,7.93
209304,304.8,75.1,150.2,5.75
209305,280.0,39.1,78.2,6.18
209306,280.0,81.5,163.0,6.5
209307,285.0,59.0,118.0,5.15
209308,280.0,77.0,154.0,6.63
209309,257.0,37.9,75.8,4.3
209310,270.0,53.2,106.4,3.85
209311,290.0,56.1,112.2,5.4
209312,301.7,38.8,77.6,7.48
209313,280.9,38.0,76.0,7.06
209314,260.0,32.2,64.4,4.78
209315,282.0,32.0,64.0,6.34
209316,270.1,53.3,106.6,3.74
209317,328.0,53.0,106.0,10.4
209318,360.0,58.0,116.0,12.28
209319,345.0,54.6,109.2,10.23
209320,320.0,54.6,109.2,8.98
209321,350.0,68.0,136.0,10.63
209322,320.0,63.6,127.2,8.462
209323,319.7,63.6,127.2,6.41
209324,281.9,53.9,107.8,7.06
209325,297.0,54.0,108.0,7.74
209326,350.0,65.6,131.2,10.1
209327,285.0,57.8,115.6,5.544
209329,294.0,45.5,91.0,6.825
209330,262.0,60.3,120.6,4.087
209331,332.0,64.0,128.0,9.96
209332,316.2,68.4,136.8,7.12
209333,301.8,38.2,76.4,7.55
209334,304.9,33.1,66.2,5.56
209335,350.0,54.5,109.0,0.0
209801,258.0,95.5,191.0,7.6
209901,241.0,39.4,78.8,3.035
209902,237.0,55.5,111.0,3.58
209903,245.8,55.5,111.0,4.6
209906,273.0,43.0,86.0,5.44
209907,273.0,24.5,49.0,4.1
209908,255.6,64.0,128.0,5.87
209909,229.0,31.5,63.0,3.47
209910,247.0,34.0,68.0,3.16
209912,234.0,38.0,76.0,3.53
209913,255.5,61.0,122.0,4.85
209914,266.0,27.0,54.0,3.62
209915,265.8,27.5,55.0,4.7
209916,275.6,48.0,96.0,5.79
209917,238.0,29.0,58.0,2.34
209918,247.4,34.3,68.6,4.3
209919,289.6,61.0,122.0,7.44
209920,282.7,48.0,96.0,7.05
209921,257.0,40.5,81.0,4.87
209922,240.0,40.0,80.0,3.46
209923,284.0,43.5,87.0,6.14
209924,257.2,50.7,101.4,5.48
209925,284.0,43.5,87.0,6.19
209926,251.2,50.5,101.0,3.58
209927,257.5,51.7,103.4,4.9
209928,251.2,50.6,101.2,3.58
209929,257.0,35.9,71.8,5.03
209930,231.0,44.2,88.4,3.6
209931,240.0,43.2,86.4,3.98
209932,257.5,40.5,81.0,4.38
209933,239.0,35.0,70.0,3.36
209934,256.0,38.8,77.6,4.22
209935,225.7,71.5,143.0,4.42
209937,283.8,41.0,82.0,6.73
209938,260.0,69.4,138.8,4.1
209939,259.2,48.8,97.6,3.75
209940,282.0,34.0,68.0,5.95
209941,259.8,34.0,68.0,4.8
209942,280.7,43.6,87.2,6.94
209943,294.7,56.0,112.0,5.0
209944,279.4,65.5,131.0,7.38
209945,280.0,65.5,131.0,7.05
209946,300.0,65.5,131.0,7.92
209947,247.0,25.3,50.6,2.58
209948,289.0,64.1,128.2,6.12
209949,257.0,47.0,94.0,5.58
301518,302.0,76.1,152.2,6.4
301519,302.0,76.1,152.2,7.54
301520,300.0,61.1,122.2,5.1
301521,286.0,51.6,103.2,6.15
301522,299.7,68.0,136.0,5.25
301524,285.4,51.7,103.4,5.2
301525,280.0,60.0,120.0,4.5
301535,275.8,60.0,120.0,5.36
301536,295.8,76.0,152.0,7.5
301537,298.0,61.0,122.0,5.0
301538,272.0,78.0,156.0,4.45
301539,297.8,61.1,122.2,5.68
301540,299.8,51.6,103.2,7.05
301541,294.0,59.5,119.0,6.25
301543,324.7,52.7,105.4,8.8
301545,320.0,60.4,120.8,7.44
301546,272.0,83.0,166.0,4.7
302514,239.4,58.1,116.2,4.5
302526,239.0,43.0,86.0,3.2
302528,239.5,42.8,85.6,4.2
302533,260.0,47.0,94.0,5.4
302536,253.0,33.0,66.0,3.38
302549,258.0,43.4,86.8,5.2
303316,284.0,43.5,87.0,4.8
303317,284.0,43.5,87.0,5.64
303318,258.0,55.5,111.0,3.22
303326,278.0,55.5,111.0,3.79
303332,288.0,46.5,93.0,6.53
303335,275.8,60.0,120.0,5.8
303340,290.0,56.0,112.0,5.15
303341,299.8,46.5,93.0,8.3
303342,289.7,55.4,110.8,4.53
303375,299.5,58.4,116.8,8.38
303606,236.0,41.3,82.6,3.8
303608,236.0,41.0,82.0,4.4
303610,269.8,67.0,134.0,4.7
303611,257.9,58.4,116.8,5.7
303613,256.0,41.0,82.0,5.5
303616,261.0,80.1,160.2,5.97
303617,255.9,41.0,82.0,4.85
303618,259.8,69.2,138.4,3.76
303619,269.8,77.1,154.2,4.7
303623,269.7,69.2,138.4,4.33
303624,285.7,69.3,138.6,4.81
303625,287.8,42.3,84.6,7.42
303629,255.8,41.1,82.2,4.8
303630,279.8,42.0,84.0,6.1
303631,264.0,42.0,84.0,3.65
303633,240.0,42.0,84.0,3.05
303719,259.5,28.2,56.4,5.49
303720,282.5,28.0,56.0,6.73
303908,238.0,41.0,82.0,3.5
303909,237.8,41.4,82.8,4.0
303910,258.5,41.0,82.0,5.0
303916,237.9,74.6,149.2,3.68
303917,237.8,74.7,149.4,3.7
303918,237.6,74.6,149.2,3.88
303927,238.0,74.5,149.0,3.88
304016,276.0,44.0,88.0,5.4
304017,259.0,44.0,88.0,3.4
304564,260.0,49.3,98.6,5.53
304704,239.0,38.5,77.0,3.2
304724,239.0,38.7,77.4,3.91
304728,255.8,39.4,78.8,4.28
304735,280.0,28.2,56.4,5.66
304736,226.0,71.3,142.6,4.35
304743,288.0,46.5,93.0,7.36
304744,244.4,63.9,127.8,3.63
304753,287.7,28.6,57.2,7.25
304755,279.7,39.2,78.4,6.1
304757,244.8,83.7,167.4,5.33
304758,255.8,36.7,73.4,5.08
304759,279.9,36.5,73.0,5.81
304760,287.7,34.3,68.6,7.05
304761,231.7,40.6,81.2,2.7
304762,279.9,46.4,92.8,6.23
304763,244.9,47.9,95.8,3.36
304764,244.7,53.7,107.4,3.46
304766,281.7,55.3,110.6,7.08
304768,280.0,55.5,111.0,6.53
304771,231.8,39.3,78.6,2.66
304773,312.0,46.0,92.0,8.7
304774,312.0,34.0,68.0,8.1
304775,256.0,36.5,73.0,4.34
304778,244.9,39.7,79.4,3.16
304779,239.0,33.0,66.0,2.7
304782,255.0,39.9,79.8,3.88
304784,254.7,47.6,95.2,3.6
304795,308.0,55.2,110.4,10.28
304796,333.0,55.4,110.8,11.6
309915,265.8,27.5,55.0,4.7
309918,247.4,34.3,68.6,4.3
309933,239.0,35.0,70.0,3.5
309934,256.0,38.8,77.6,4.46
309935,225.7,71.5,143.0,4.42
309947,247.0,25.3,50.6,2.58
311017,280.7,44.7,89.4,5.98
311021,276.0,45.5,91.0,4.08
311022,305.3,39.7,79.4,7.67
311023,330.0,39.7,79.4,9.9
311024,278.0,43.2,86.4,4.71
311025,292.0,43.2,86.4,6.31
311028,251.0,40.7,81.4,3.41
311029,305.0,44.8,89.6,8.3
311031,330.2,39.8,79.6,9.9
311034,281.0,39.7,79.4,6.7
311035,263.9,40.5,81.0,3.5
311221,305.0,67.9,135.8,0.0
311225,354.7,48.2,96.4,12.465
311226,326.0,46.2,92.4,10.15
311404,280.0,40.0,80.0,6.895
311509,260.0,35.2,70.4,5.07
311510,257.8,60.1,120.2,4.04
3115100,284.0,73.3,146.6,6.39
3115101,299.8,73.2,146.4,7.455
3115102,289.8,66.2,132.4,4.861
3115104,327.8,73.0,146.0,10.346
3115105,329.9,71.0,142.0,7.442
3115106,323.8,67.2,134.4,7.76
3115113,294.0,45.2,90.4,6.55
3115114,299.9,76.1,152.2,6.572
3115115,330.0,45.2,90.4,9.13
3115116,294.0,45.2,90.4,6.385
3115117,300.0,50.6,101.2,5.46
3115118,307.0,45.2,90.4,7.78
3115119,280.0,50.5,101.0,4.06
311518,302.0,76.1,152.2,6.4
311519,302.0,76.1,152.2,7.54
311520,300.0,61.1,122.2,5.1
311521,286.0,51.6,103.2,6.15
311524,285.4,51.7,103.4,5.2
311525,280.0,60.0,120.0,4.46
311532,323.8,77.1,154.2,10.5
311534,315.9,77.1,154.2,8.65
311535,275.8,60.0,120.0,5.36
311536,295.8,76.0,152.0,7.5
311537,298.0,61.0,122.0,5.0
311538,272.0,78.0,156.0,4.38
311539,297.8,61.1,122.2,5.68
311540,299.8,51.6,103.2,7.05
311541,294.0,59.5,119.0,6.25
311543,324.7,52.7,105.4,8.8
311544,324.0,73.8,147.6,10.6
311545,320.0,60.4,120.8,7.44
311546,272.0,83.0,166.0,4.74
311547,331.6,61.9,123.8,11.04
311548,323.8,80.0,160.0,6.76
311551,295.9,55.1,110.2,7.3
311553,309.8,77.1,154.2,8.12
311554,283.9,73.0,146.0,6.29
311555,291.8,73.0,146.0,6.98
311556,295.8,65.1,130.2,4.86
311557,279.8,65.0,130.0,4.42
311558,299.9,66.1,132.2,6.29
311559,324.0,80.9,161.8,10.71
311560,347.9,80.9,161.8,11.57
311561,320.0,63.5,127.0,7.38
311562,328.0,61.0,122.0,7.39
311563,324.0,77.1,154.2,10.4
311564,324.8,62.1,124.2,9.24
311565,320.0,79.6,159.2,8.16
311566,300.0,73.0,146.0,8.0
311568,330.0,73.1,146.2,9.08
311569,336.0,67.1,134.2,8.27
311571,374.0,80.8,161.6,15.1
311578,324.0,64.9,129.8,7.99
311579,345.0,64.9,129.8,9.69
311580,348.0,73.2,146.4,11.12
311581,300.0,66.0,132.0,6.58
311582,312.0,73.5,147.0,8.87
311583,319.8,78.0,156.0,7.45
311584,356.0,62.1,124.2,13.06
311585,324.0,79.8,159.6,7.54
311586,280.0,75.2,150.4,4.69
311587,347.8,61.1,122.2,12.22
311588,331.9,62.2,124.4,11.27
311589,364.9,62.1,124.2,14.27
311590,344.8,78.2,156.4,9.43
311596,330.0,73.2,146.4,9.888
311597,300.0,66.2,132.4,6.617
311599,330.0,66.2,132.4,8.007
311919,283.0,27.2,54.4,5.95
311920,223.8,57.6,115.2,2.57
311923,257.5,40.5,81.0,4.82
311925,266.0,27.1,54.2,4.15
311926,247.3,34.2,68.4,3.8
311927,282.6,34.0,68.0,6.6
311928,287.7,34.2,68.4,7.9
311929,265.5,34.0,68.0,5.1
311930,276.0,62.0,124.0,5.0
311933,285.0,43.5,87.0,7.97
311934,272.0,28.0,56.0,4.28
311938,301.5,34.1,68.2,8.38
311939,248.8,67.2,134.4,4.39
311941,279.7,65.6,131.2,7.22
311942,279.7,71.5,143.0,7.68
311943,299.6,65.5,131.0,8.09
311944,279.7,80.0,160.0,7.13
311945,279.7,80.0,160.0,7.08
311946,299.7,80.0,160.0,7.79
311947,248.8,67.2,134.4,5.25
311948,301.7,35.0,70.0,7.16
311950,299.7,73.6,147.2,9.55
311951,267.7,73.2,146.4,6.7
311952,249.0,69.2,138.4,5.2
311953,339.9,34.3,68.6,10.456
311955,323.0,34.2,68.4,8.929
311956,283.0,48.0,96.0,6.428
311957,290.0,35.0,70.0,4.77
311958,280.0,71.5,143.0,8.51
311959,300.0,73.5,147.0,10.08
312227,294.8,29.0,58.0,6.73
312229,257.8,45.0,90.0,3.55
312231,256.5,49.0,98.0,5.5
312237,234.0,45.5,91.0,3.48
312244,232.0,45.0,90.0,3.46
312245,247.0,45.1,90.2,4.09
312246,233.7,39.6,79.2,2.32
312251,280.0,49.1,98.2,6.57
312252,277.4,45.0,90.0,4.2
312253,240.0,41.0,82.0,2.6
312255,315.7,80.0,160.0,0.0
312256,279.7,49.2,98.4,7.64
312257,277.6,45.0,90.0,4.22
312261,291.8,62.0,124.0,5.42
312262,299.8,38.0,76.0,8.78
312263,256.8,44.6,89.2,3.3
312264,259.8,43.9,87.8,5.47
312265,305.8,47.0,94.0,0.0
312266,285.8,69.7,139.4,0.0
312268,237.7,46.2,92.4,0.0
312269,251.7,45.1,90.2,4.85
312270,319.6,49.2,98.4,9.77
312271,307.8,62.1,124.2,5.89
312272,295.8,43.9,87.8,7.15
312273,291.6,62.0,124.0,4.69
312275,295.6,38.0,76.0,7.81
312276,319.5,37.9,75.8,9.28
312277,279.6,43.9,87.8,6.5
312278,259.7,43.9,87.8,5.165
312279,257.0,53.7,107.4,6.2
312280,278.2,44.6,89.2,3.82
312281,307.6,62.8,125.6,6.626
312283,279.8,44.0,88.0,6.385
312284,291.8,62.0,124.0,4.66
312285,282.6,43.9,87.8,6.98
312286,276.0,45.1,90.2,7.641
312289,280.0,61.7,123.4,6.536
312290,296.0,44.0,88.0,7.3
312291,289.5,47.0,94.0,5.6
312292,354.5,49.9,99.8,13.21
312293,349.8,62.0,124.0,8.755
312294,295.7,44.0,88.0,7.6
312296,320.0,44.0,88.0,9.8
312297,292.0,47.0,94.0,5.13
312327,284.0,39.5,79.0,6.36
312331,240.0,46.5,93.0,4.02
312336,257.2,40.3,80.6,5.11
312343,240.2,40.6,81.2,4.12
312344,281.0,43.6,87.2,6.82
312348,257.2,40.6,81.2,5.11
312350,284.0,43.2,86.4,6.05
312351,263.9,40.6,81.2,3.58
312359,295.8,69.5,139.0,7.5
312361,300.8,59.0,118.0,10.23
312362,305.8,132.0,264.0,13.4
312363,256.8,40.6,81.2,4.17
312365,257.3,40.5,81.0,4.36
312366,305.0,45.8,91.6,7.816
312367,284.0,43.3,86.6,6.117
312368,251.0,40.6,81.2,3.392
312369,264.0,40.5,81.0,3.645
3125100,316.0,50.9,101.8,10.1
3125101,302.0,50.8,101.6,5.15
3125102,316.0,51.0,102.0,5.72
3125103,278.0,39.9,79.8,6.72
3125104,301.8,61.0,122.0,11.26
312526,239.0,43.0,86.0,3.2
312528,239.5,42.8,85.6,3.9
312533,260.0,47.0,94.0,5.4
312534,302.0,71.4,142.8,0.0
312535,252.3,43.9,87.8,4.12
312536,253.0,33.0,66.0,3.38
312541,270.1,62.7,125.4,4.64
312542,278.0,47.0,94.0,6.28
312543,239.5,42.9,85.8,3.61
312545,287.8,55.4,110.8,7.29
312546,268.0,45.7,91.4,4.15
312549,258.0,43.4,86.8,5.2
312550,300.0,47.0,94.0,7.1
312551,279.8,34.1,68.2,5.05
312552,294.0,41.0,82.0,5.82
312553,277.9,35.2,70.4,0.0
312554,276.0,42.9,85.8,6.1
312558,264.8,40.8,81.6,4.1
312564,277.8,53.8,107.6,4.78
312567,300.1,44.5,89.0,0.0
312570,315.7,52.0,104.0,10.11
312571,301.7,50.8,101.6,5.07
312572,285.0,58.3,116.6,0.0
312573,300.0,52.0,104.0,8.53
312574,280.0,32.9,65.8,0.0
312575,280.0,54.4,108.8,7.57
312576,300.0,54.4,108.8,8.96
312577,280.0,16.3,32.6,5.41
312579,280.0,68.8,137.6,8.34
312580,257.9,43.9,87.8,5.66
312581,300.0,52.0,104.0,8.75
312582,278.0,48.6,97.2,6.479
312583,279.8,50.8,101.6,4.639
312584,270.9,40.8,81.6,4.231
312585,277.9,44.9,89.8,7.05
312586,284.0,43.9,87.8,5.979
312587,300.0,54.4,108.8,8.963
312588,278.0,43.9,87.8,6.657
312589,288.0,55.5,111.0,9.66
312590,288.0,68.8,137.6,8.728
312592,320.0,48.4,96.8,8.846
312593,308.0,55.4,110.8,11.31
312594,308.0,61.0,122.0,11.0
312595,308.0,25.6,51.2,6.55
312596,308.0,22.0,44.0,6.8
312597,308.0,68.8,137.6,9.76
312599,300.0,51.1,102.2,8.84
312614,261.5,44.7,89.4,5.01
312615,239.5,45.0,90.0,4.4
312620,281.7,47.2,94.4,6.1
312621,238.7,47.6,95.2,3.38
312622,281.3,47.0,94.0,5.9
312623,260.0,63.8,127.6,4.18
312624,300.0,47.1,94.2,0.0
312626,281.7,47.3,94.6,6.2
312627,281.7,58.3,116.6,4.86
312628,239.6,39.2,78.4,4.15
312633,259.7,48.7,97.4,3.7
312634,259.6,48.5,97.0,3.67
312636,281.8,47.2,94.4,6.38
312637,279.6,47.1,94.2,6.8
312638,259.7,49.2,98.4,3.67
312641,260.0,42.0,84.0,3.32
312642,304.6,57.2,114.4,4.94
312643,260.0,48.1,96.2,3.53
312644,281.8,59.0,118.0,4.12
312645,281.9,61.0,122.0,4.23
312646,299.7,47.2,94.4,8.22
312647,257.7,39.2,78.4,4.83
312649,296.0,47.2,94.4,8.06
312650,282.0,48.7,97.4,4.08
312651,319.8,47.2,94.4,10.24
312652,304.8,57.2,114.4,4.77
312653,292.9,47.1,94.2,7.99
312655,259.8,31.1,62.2,3.18
312656,261.7,44.6,89.2,5.0
312657,238.8,33.3,66.6,2.73
312661,280.0,47.1,94.2,6.653
312662,293.0,47.3,94.6,7.381
312663,276.0,31.7,63.4,3.529
312664,302.0,57.1,114.2,5.113
312666,281.8,47.1,94.2,7.29
312667,261.9,47.1,94.2,5.071
312668,259.4,48.3,96.6,0.0
312669,315.0,47.2,94.4,8.72
313010,255.0,45.3,90.6,4.63
313021,236.0,45.1,90.2,3.6
313022,314.8,84.0,168.0,8.54
313023,257.4,33.3,66.6,0.0
313028,275.7,45.0,90.0,0.0
313029,254.0,40.0,80.0,0.0
313030,275.5,45.1,90.2,0.0
313031,235.2,40.8,81.6,0.0
313032,276.0,45.2,90.4,0.0
313033,289.8,46.2,92.4,0.0
313034,276.0,45.0,90.0,0.0
313035,256.0,45.6,91.2,5.12
313036,249.9,38.4,76.8,3.11
313040,283.8,60.0,120.0,0.0
313041,299.8,72.3,144.6,6.43
313042,262.0,60.1,120.2,4.0
313043,294.0,45.6,91.2,6.58
313045,260.0,41.2,82.4,3.55
313046,290.0,45.7,91.4,7.0
313047,302.0,60.3,120.6,5.66
313048,285.0,38.6,77.2,0.0
313049,261.8,60.3,120.6,0.0
313052,275.9,45.5,91.0,6.0
313053,302.0,58.6,117.2,5.51
313054,289.8,46.2,92.4,7.15
313055,332.0,56.2,112.4,9.34
313056,330.9,74.4,148.8,7.75
313057,276.0,45.6,91.2,5.72
313058,262.0,60.2,120.4,4.13
313059,294.0,46.3,92.6,7.08
313081,330.0,58.3,116.6,8.5
313082,294.0,45.6,91.2,6.877
313083,302.0,60.1,120.2,5.336
313085,302.0,36.2,72.4,4.65
313086,280.8,46.6,93.2,6.657
313087,251.0,41.8,83.6,4.23
313223,234.5,45.0,90.0,3.59
313224,268.0,20.0,40.0,0.0
313227,257.8,48.5,97.0,5.2
313228,261.0,40.0,80.0,3.63
313231,250.5,34.5,69.0,0.0
313232,235.0,45.1,90.2,4.4
313234,234.6,46.2,92.4,4.4
313235,257.6,47.0,94.0,5.55
313241,273.6,47.4,94.8,6.51
313242,285.6,56.5,113.0,0.0
313243,275.7,58.0,116.0,0.0
313245,282.8,48.5,97.0,7.7
313246,279.7,40.0,80.0,4.0
313247,295.7,51.0,102.0,8.28
313248,261.0,40.0,80.0,3.65
313250,264.8,40.8,81.6,4.02
313251,277.9,48.5,97.0,7.06
313252,279.9,40.9,81.8,4.36
313253,299.9,48.5,97.0,8.12
313256,273.7,24.0,48.0,0.0
313257,250.8,34.5,69.0,0.0
313258,273.6,45.0,90.0,0.0
313261,301.8,40.8,81.6,4.88
313263,278.1,47.0,94.0,6.04
313265,313.5,40.9,81.8,5.28
313266,319.7,45.9,91.8,9.41
313267,257.9,44.0,88.0,5.71
313268,298.6,48.4,96.8,8.38
313269,279.7,40.4,80.8,4.0
313270,289.6,45.1,90.2,6.0
313272,320.0,48.4,96.8,9.58
313273,324.6,56.2,112.4,7.897
313274,319.8,48.5,97.0,9.891
313277,285.5,57.8,115.6,5.658
313278,297.0,51.5,103.0,8.205
313279,303.0,39.5,79.0,4.524
313280,278.0,39.5,79.0,4.039
313281,280.0,51.5,103.0,6.275
313282,295.0,51.5,103.0,7.335
313283,265.0,39.0,78.0,3.531
313306,261.8,45.5,91.0,4.0
313307,258.0,55.2,110.4,3.08
313308,283.9,43.5,87.0,5.81
313309,284.0,46.5,93.0,5.1
3133100,295.2,64.5,129.0,8.44
3133101,299.9,57.7,115.4,4.91
3133102,322.0,64.5,129.0,10.62
3133103,322.0,64.3,128.6,10.87
3133104,278.0,57.7,115.4,4.01
3133105,300.0,57.1,114.2,7.21
3133106,288.0,64.5,129.0,7.11
3133107,284.8,72.0,144.0,6.87
3133108,344.0,64.6,129.2,12.7
313311,279.8,78.6,157.2,7.0
3133111,280.0,52.2,104.4,6.586
3133112,292.0,51.1,102.2,7.389
3133113,276.0,44.2,88.4,3.792
3133114,330.0,46.7,93.4,9.881
3133116,295.0,51.2,102.4,8.118
3133117,330.0,46.5,93.0,9.9
3133118,350.0,64.5,129.0,12.9
3133119,335.0,64.5,129.0,10.96
3133120,320.0,55.5,111.0,8.2
3133121,315.2,83.0,166.0,11.2
3133122,280.0,45.0,90.0,7.79
3133123,320.0,51.1,102.2,9.343
3133124,320.0,51.1,102.2,9.295
3133125,295.0,51.1,102.2,8.124
3133126,295.0,42.7,85.4,4.55
3133127,375.0,54.6,109.2,16.359
3133128,279.8,38.2,76.4,4.07
3133129,330.0,58.4,116.8,10.51
3133130,300.0,53.0,106.0,5.49
3133136,300.0,51.9,103.8,7.74
3133138,295.0,42.7,85.4,6.19
313316,284.0,43.5,87.0,4.8
313317,284.0,43.5,87.0,5.64
313318,258.0,55.5,111.0,3.22
313326,278.0,55.5,111.0,3.83
313332,288.0,46.5,93.0,6.53
313333,280.0,65.2,130.4,4.3
313335,275.8,60.0,120.0,5.8
313340,290.0,56.0,112.0,5.06
313341,299.8,46.5,93.0,8.3
313342,289.7,55.4,110.8,4.53
313344,284.8,92.9,185.8,7.195
313345,259.6,40.5,81.0,3.75
313346,259.6,40.5,81.0,4.6
313347,302.8,51.1,102.2,7.675
313348,280.0,38.0,76.0,3.85
313351,330.0,76.0,152.0,10.45
313352,300.0,58.5,117.0,6.75
313353,312.0,76.0,152.0,8.55
313354,284.8,55.5,111.0,6.0
313355,258.0,53.5,107.0,2.98
313356,345.0,51.0,102.0,11.75
313357,331.0,55.0,110.0,8.1
313358,295.1,54.6,109.2,7.25
313359,295.2,54.5,109.0,8.25
313360,312.0,64.6,129.2,8.95
313361,330.0,64.4,128.8,10.78
313362,300.0,65.5,131.0,5.15
313363,300.0,65.6,131.2,7.1
313365,300.0,58.4,116.8,5.0
313366,360.0,64.5,129.0,15.49
313369,270.0,35.6,71.2,5.0
313370,275.9,35.4,70.8,5.06
313371,276.0,44.6,89.2,4.52
313372,276.0,44.7,89.4,5.6
313373,288.0,44.4,88.8,6.27
313374,258.0,57.2,114.4,3.22
313375,299.5,58.4,116.8,8.43
313376,296.0,57.6,115.2,4.68
313379,330.0,68.1,136.2,9.69
313382,330.0,47.6,95.2,11.49
313383,360.0,76.0,152.0,16.46
313384,314.9,58.5,117.0,7.36
313385,330.2,61.1,122.2,9.56
313386,303.9,47.4,94.8,9.51
313389,300.1,55.4,110.8,7.1
313390,345.0,46.6,93.2,11.66
313391,330.2,62.9,125.8,7.62
313392,330.0,54.7,109.4,11.79
313393,350.2,54.7,109.4,13.15
313394,330.0,62.8,125.6,8.15
313395,258.0,96.6,193.2,6.11
313396,271.2,96.6,193.2,6.92
313397,275.8,77.0,154.0,6.62
313405,254.0,40.0,80.0,0.0
313409,240.8,52.0,104.0,4.62
313410,257.0,46.7,93.4,5.8
313411,257.0,45.5,91.0,0.0
313412,262.0,61.0,122.0,4.18
313414,284.0,61.1,122.2,4.75
313417,280.1,42.8,85.6,0.0
313418,255.5,47.9,95.8,4.9
313419,240.9,48.0,96.0,4.53
313420,280.0,47.3,94.6,6.85
313422,300.0,47.2,94.4,8.47
313423,280.0,47.3,94.6,7.06
313424,262.0,61.2,122.4,4.18
313425,284.0,54.3,108.6,4.47
313426,258.0,45.4,90.8,4.12
313427,315.0,86.4,172.8,0.0
313428,233.9,50.8,101.6,3.67
313429,277.0,45.2,90.4,0.0
313430,262.0,63.8,127.6,4.396
313431,321.0,49.1,98.2,10.2
313432,301.9,71.5,143.0,6.47
313433,300.0,47.4,94.8,8.02
313435,274.1,44.3,88.6,6.42
313436,300.0,52.5,105.0,9.75
313437,324.0,82.6,165.2,7.51
313438,255.9,46.8,93.6,4.55
313439,303.3,42.8,85.6,0.0
313440,321.1,50.8,101.6,12.035
313442,284.0,24.9,49.8,3.773
313443,320.0,47.4,94.8,9.407
313444,300.0,24.7,49.4,4.265
313445,280.0,44.4,88.8,6.208
313446,261.9,45.1,90.2,3.723
313448,324.0,66.9,133.8,7.388
313449,275.0,47.4,94.8,6.44
313450,321.0,49.2,98.4,10.792
313451,320.0,56.6,113.2,9.795
313453,314.0,60.4,120.8,6.6
313454,314.0,60.1,120.2,7.014
313502,258.0,48.6,97.2,5.61
313503,260.8,39.9,79.8,0.0
313507,257.7,48.5,97.0,0.0
313508,260.5,40.2,80.4,0.0
313510,234.8,45.1,90.2,4.37
313512,275.1,47.3,94.6,6.36
313513,258.0,41.3,82.6,3.66
313514,273.8,48.6,97.2,7.32
313516,253.7,50.7,101.4,0.0
313517,241.0,48.7,97.4,3.96
313518,234.0,37.5,75.0,2.94
313519,301.8,54.0,108.0,8.39
313520,314.9,87.5,175.0,8.46
313521,270.0,61.1,122.2,4.2
313522,273.8,50.6,101.2,7.5
313523,256.0,46.6,93.2,5.11
313524,300.0,54.1,108.2,8.62
313525,323.8,69.5,139.0,7.16
313526,280.0,47.2,94.4,7.02
313527,262.0,61.1,122.2,3.89
313529,252.0,48.7,97.4,4.53
313530,314.9,78.5,157.0,0.0
313531,262.0,63.7,127.4,4.2
313532,274.8,61.0,122.0,4.59
313533,258.0,40.5,81.0,3.55
313534,302.0,71.4,142.8,5.85
313535,257.8,56.0,112.0,0.0
313536,280.0,43.9,87.8,6.07
313537,256.0,43.8,87.6,4.617
313538,280.0,44.3,88.6,6.281
313539,262.0,43.9,87.8,3.722
313540,283.4,70.0,140.0,4.98
313541,284.0,25.8,51.6,3.922
313542,284.0,45.0,90.0,4.038
313606,236.0,41.3,82.6,3.8
313608,236.0,41.0,82.0,3.81
313613,256.0,41.0,82.0,5.15
313617,255.9,41.0,82.0,4.85
313618,259.8,69.2,138.4,3.76
313621,286.0,69.2,138.4,5.28
313622,295.8,58.3,116.6,7.84
313623,269.7,69.2,138.4,4.33
313624,285.7,69.3,138.6,4.81
313625,287.8,42.3,84.6,7.42
313629,255.8,41.1,82.2,4.8
313630,279.8,42.0,84.0,6.1
313631,264.0,43.0,86.0,3.65
313632,255.6,41.1,82.2,3.785
313633,240.0,42.0,84.0,3.05
313634,277.9,52.1,104.2,6.82
313636,278.0,51.2,102.4,5.04
313637,260.0,41.0,82.0,5.0
313639,305.3,49.8,99.6,9.56
313640,240.0,41.0,82.0,4.02
313641,240.0,41.1,82.2,3.25
313642,247.0,44.0,88.0,3.96
313643,305.0,67.0,134.0,6.66
313644,305.3,77.9,155.8,10.0
313645,284.9,42.1,84.2,6.7
313646,278.0,41.5,83.0,4.42
313647,279.9,102.3,204.6,7.8
313648,301.8,45.0,90.0,8.43
313649,239.7,40.6,81.2,3.04
